population_density,median_age,average_household_income,number_of_schools,number_of_hospitals,number_of_parks,public_transport_availability,unemployment_rate,retail_density,office_space_availability,green_space_percentage,average_temperature,air_quality_index,crime_rate_per_1000,fire_station_proximity,proximity_to_highways,internet_speed,housing_price_index,year,road_density,urban_area_type,development_trend_score
5993.428306022465,28.21505269512778,61965.724953336365,5.0,2.0,3.0,,7.861704557062511,37.189496970793016,88712.38372488122,26.778067557777657,-17.887168671355944,62.39503385885566,41.80296013598312,6.402334283439749,17.24989357430152,77.98871370069222,90.01090909948987,2020.0,55.74553986804418,Industrial,4
4723.47139765763,,,4.0,0.0,3.0,,5.083093514946276,46.34040167969898,3626.3116029430394,17.178431266900297,11.882899038825771,34.313537383261824,39.79447693946041,3.560183366471593,12.198698342357924,46.044637157449806,100.53526488633698,2021.0,44.26870229055217,Mixed,4
6295.377076201385,29.02618938954857,36269.60308389018,,2.0,0.0,0.24758480172573938,4.089341283482132,31.838015460180916,49082.54937096159,12.643261441129226,1.8608979162272998,35.430749639604144,49.022339003248796,5.456111811193541,16.76546193842941,34.875392771738014,136.9939952420449,2020.0,73.17481521706675,Mixed,5
8046.059712816051,36.1041804694612,66591.68443527477,5.0,2.0,0.0,0.9937840668552118,,64.48968936566968,30025.86116282132,18.637779824518685,4.350775370551737,46.96478895879299,30.998952579206758,9.443430826570886,18.425252123526352,71.18273510061238,89.95228337268301,2019.0,79.51660037341226,Industrial,2
4531.693250553328,46.971785314619126,25198.34648846764,6.0,0.0,0.0,0.8382431315818005,6.676001933865027,48.426124925485944,,11.49075510362227,6.066199007966501,67.51738626679447,39.880218296688085,8.398393367399699,15.1019621296159,108.79595697142486,64.84568785256698,2018.0,47.14552158092964,Industrial,1
4531.726086101638,27.289578428587955,41916.31348479343,,1.0,3.0,0.2162832436314942,6.25403261956257,43.77997639623434,1720.9433540720997,41.25296411216887,11.544613340664899,44.21521634221237,12.66208001677665,9.582668277707405,14.061604526758098,,112.87217147528996,2019.0,44.09845296189855,Industrial,4
8158.425631014783,45.008204977684144,15018.243742043844,8.0,2.0,1.0,0.18141303297788047,5.811805556520024,61.974850097311474,20301.449959681206,49.1347804014886,7.273346867848578,41.607071950255275,84.27920522022134,5.2204007468342875,,36.089447856303934,,2018.0,78.7534205323026,Industrial,3
6534.869458305818,27.183279276531124,86172.5303392563,4.0,2.0,1.0,0.6715151677580403,6.519552707044592,43.782544013803225,80196.53797627424,11.395013982714614,16.79460251061361,19.75884602292244,89.45854139469128,,4.31853142771301,54.03314623406481,81.76221469745656,2020.0,69.25571328516352,Mixed,3
4061.0512281300958,26.523727875031156,50369.01012109409,1.0,3.0,3.0,0.5386596684296966,6.839002137805895,43.02351048266158,53525.64267183189,6.184857511707884,21.332953974149625,49.365067258796024,74.97945924902834,9.502455328486667,17.110409779396424,,104.1248083817742,2018.0,40.233770522265374,Industrial,2
6085.120087171929,43.18594618343214,98337.68069632624,,2.0,5.0,0.1011471992296008,4.349494653753204,62.25810021750611,35623.2767722203,40.580342279998476,24.37713661426045,56.22293111754077,54.52702986296303,4.544664583613542,17.493674691269945,24.364544931080122,92.04854226034873,2018.0,58.273977409632764,Industrial,3
4073.1646143750754,44.219363780076165,71058.9985303899,2.0,3.0,2.0,0.12515944526147826,3.4724692047347903,59.641645743942256,72200.99117814323,17.67249612375872,7.890784345681299,41.34640274612136,30.950281811366054,4.147693611246611,13.299122400257378,26.44157988579725,142.66431040273247,2021.0,44.59182778277447,Mixed,3
4068.540492859486,43.51409936762654,,6.0,4.0,6.0,0.539935488018228,6.866520264795543,53.89368130029872,,13.273319281972917,11.467850194518737,62.00518026682376,-2.1986879795053937,9.678893228182964,0.9080504853564686,38.85379716142632,117.56728751732908,2021.0,41.95977004563105,Industrial,1
5483.924543132068,21.84202591781859,43275.446114380014,4.0,3.0,1.0,0.5418861881305567,3.159885506675928,72.83863187508078,34704.59059056397,38.335619167564126,5.903266352937775,,72.72632961742497,0.6110750064505288,0.7107920343103125,35.05364624258956,104.62468756028707,2019.0,45.67666005999258,Mixed,5
1173.439510684404,30.34049021927949,,11.0,2.0,2.0,0.7401323030198327,7.247935188570515,,37429.92116091508,33.674942504750675,20.033134566487895,54.46119302669856,32.796854084194955,2.8775689912260383,14.976787994564454,62.20238444509072,134.02893083399778,2021.0,10.45319641289764,Industrial,3
1550.1643349739343,43.22988592003321,65459.43147793891,8.0,3.0,2.0,0.2736392134487807,5.439039230096814,67.3050597470536,70201.32182260735,18.59084791741213,13.83593092975782,64.83713782110055,42.875853700677766,6.8116747467482455,19.02114179550471,26.12990672924585,94.96117978202022,2022.0,12.064769095630393,Residential,4
3875.4249415180548,35.415418405638945,53569.71981454036,4.0,2.0,5.0,0.4137515951403121,7.236374016736722,100.56694110107101,61631.94202024839,47.91899254902477,,26.836675844085757,33.3651812082304,5.169260210425943,6.921658162628996,45.79087485674048,83.0223603314447,2021.0,,Mixed,4
2974.3377593311525,24.263071538025358,28214.59369029398,4.0,2.0,1.0,0.9787054414791694,,49.261497668836995,70277.60756179025,9.61981846558634,9.015997206986157,35.45960753349815,4.556680364731207,7.226826894994838,8.992568738228751,65.98946093048721,92.6298098022511,2020.0,,Industrial,5
5628.4946651905475,39.58317939125442,24662.831669833628,5.0,1.0,5.0,0.9223445309563352,4.2192066176247,45.101864894338675,64023.89446709701,30.971517689123587,31.856314519324734,6.674560027146783,63.29871091420537,3.513226129268008,8.281062087335796,66.50945699109619,85.05398727276744,2020.0,70.71365504334699,Mixed,1
3183.9518489575785,27.851927410085295,35825.925417128325,5.0,0.0,1.0,0.6192099898429766,3.853458395455969,,13595.049018690583,17.20247744143497,2.8856508439905184,48.24404557876068,39.12525600435294,7.160354271708145,,18.671381543822122,105.72061828529617,2022.0,38.540166018992295,Mixed,2
2175.392597329417,52.94524848392212,91419.34450532461,4.0,1.0,2.0,0.7525778282695605,2.2693661252008552,45.166260682475865,,47.41752121140731,-0.6155566282003573,38.02725406454558,34.26808007672799,0.3976620553795851,5.933901225106761,41.29125093014392,160.02961153667238,,16.234001476728118,Industrial,4
7931.297537843107,50.44841462418258,99265.55836022607,8.0,2.0,3.0,0.8913425972788543,4.606434410748414,27.617317269928392,65559.67884930334,45.22363612149028,17.00483650505565,35.22059032262582,36.50635799542022,1.0763039652575657,6.507592565996205,81.64563456793994,50.0,2022.0,83.01657162519969,Mixed,4
4548.447399026929,41.040974263555675,59099.782946178195,7.0,2.0,2.0,0.5663943362549022,3.759556467713737,5.0,13185.219806479929,7.047970285578325,1.4248878097353703,40.38310049955161,28.795854048178292,4.71045475028725,11.342495416783152,25.225256958158504,81.33114347676744,2020.0,53.15356615710681,Mixed,2
5135.056409375848,48.61006704769774,57978.855924825766,7.0,0.0,2.0,0.9738452382148699,3.6384494789851063,23.64966360983235,9436.945949289964,38.5775986728138,-0.1986304152958578,55.83841074208105,53.750544379457295,2.433908884420654,7.913118679085129,55.83351230308918,72.27249008371939,,53.16353662843503,Mixed,4
2150.5036275730863,35.64791350123381,48273.59256340958,2.0,2.0,4.0,0.266716597000238,4.030170886661916,39.55639215966295,32749.696387260923,49.57031737138223,24.00395578154641,16.55120790913195,66.33438325429256,7.286355699294001,12.10510177285644,58.17325219089568,123.20509309763455,2021.0,24.96168484244041,Industrial,2
3911.2345509496345,42.654374943750156,36310.293033809954,6.0,0.0,2.0,0.1705111390805939,7.616689804797753,31.229321109645717,90846.75463968291,38.97416627140865,2.4656195687133113,62.0919838217019,42.908082841835615,2.4422894763477387,7.576645218082431,,116.77995152671623,2018.0,44.45840164787285,Mixed,5
5221.845179419732,49.77720295302075,82503.58115214488,7.0,2.0,3.0,0.5263823258337056,6.643187160249166,73.2674907500419,72803.07016982893,,20.952214665967873,51.4559479254915,48.11159073277361,6.894466494439437,19.55244701216681,79.73200904895549,70.39891478731612,2018.0,60.59143767381788,Mixed,4
